transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost,revenue,product_cost,gross_profit
T002996,S14,2025-05-28,Electronics,2.0,Northstar,West,238.5,307.99,5.0,5.82,181.96,615.98,477.0,138.98000000000002
T002792,S30,2025-04-03,Electronics,1.0,Northstar,West,248.99,295.05,4.0,4.51,122.45,295.05,248.99,46.06
T001819,S22,2025-06-08,Grocery,2.0,Freshfarm,South,8.36,14.23,143.0,,143.54,28.46,16.72,11.740000000000002
T001425,S17,2025-01-19,Home,3.0,Budgetsource,North,42.49,77.62,32.0,3.8,102.09,232.86,127.47,105.39000000000001
T001910,S02,2025-02-27,Home,4.0,Budgetsource,South,54.31,95.96,123.0,3.62,83.15,383.84,217.24,166.59999999999997
T000979,S02,,Grocery,4.0,Freshfarm,South,7.97,11.25,58.0,3.04,95.51,45.0,31.88,13.120000000000001
T002063,S25,2025-05-20,Electronics,7.0,Northstar,West,263.75,356.28,39.0,4.43,117.2,2493.96,1846.25,647.71
T000307,S11,2025-02-15,Electronics,3.0,Northstar,South,241.24,306.17,82.0,4.2,74.27,918.51,723.72,194.78999999999996
T001593,S04,2025-02-05,Sports,4.0,Activepro,East,52.74,106.9,54.0,4.49,125.63,427.6,210.96,216.64000000000001
T001354,S10,,Electronics,1.0,Northstar,South,295.6,365.69,44.0,3.81,77.09,365.69,295.6,70.08999999999997
T002168,S14,2025-03-22,Apparel,1.0,Stylehub,West,29.99,61.7,39.0,3.73,114.28,61.7,29.99,31.710000000000004
T001608,S11,2025-04-13,Apparel,2.0,Stylehub,South,25.85,54.77,133.0,6.07,127.53,109.54,51.7,57.84
T001352,S01,2025-03-16,Home,9.0,Budgetsource,East,48.67,87.4,25.0,4.67,113.18,786.6,438.03000000000003,348.57
T001581,S17,,Electronics,3.0,Northstar,North,235.36,323.15,107.0,5.29,129.06,969.4499999999999,706.08,263.3699999999999
T001112,S11,2025-05-15,Apparel,1.0,Stylehub,South,32.07,65.85,141.0,4.9,115.95,65.85,32.07,33.779999999999994
T002471,S13,2025-02-11,Grocery,7.0,Freshfarm,East,8.51,13.77,143.0,3.78,97.28,96.39,59.57,36.82
T002321,S16,,Electronics,4.0,Northstar,South,257.53,327.42,77.0,4.38,126.83,1309.68,1030.12,279.5600000000002
T000794,S19,,Sports,4.0,Activepro,South,48.6,90.5,150.0,3.3,57.12,362.0,194.4,167.6
T001863,S19,2025-04-14,Sports,2.0,Activepro,South,56.61,113.7,74.0,5.52,115.25,227.4,113.22,114.18
T000212,S25,2025-01-14,Apparel,1.0,Stylehub,West,30.08,64.96,12.0,4.54,159.34,64.96,30.08,34.879999999999995
T002082,S26,2025-02-20,Electronics,3.0,Northstar,West,262.18,354.45,10.0,3.56,109.75,1063.35,786.54,276.80999999999995
T002098,S23,2025-03-10,Apparel,9.0,Stylehub,South,24.33,46.65,74.0,5.69,140.69,419.84999999999997,218.96999999999997,200.88
T002997,S04,2025-06-12,Electronics,3.0,Northstar,East,,318.53,80.0,4.26,108.52,955.5899999999999,,
T000238,S12,2025-04-09,Home,1.0,Budgetsource,South,41.16,78.89,137.0,4.49,119.23,78.89,41.16,37.730000000000004
T001594,S07,2025-02-09,Home,2.0,Budgetsource,North,44.7,81.7,88.0,3.6,84.91,163.4,89.4,74.0
T000532,S28,2025-03-03,Grocery,3.0,Freshfarm,West,7.8,12.72,63.0,,192.66,38.160000000000004,23.4,14.760000000000005
T001319,S08,2025-01-24,Home,1.0,Budgetsource,South,47.43,86.04,14.0,3.47,82.5,86.04,47.43,38.61000000000001
T001530,S07,2025-06-23,Apparel,4.0,Stylehub,North,34.01,75.08,128.0,3.0,80.8,300.32,136.04,164.28
T002202,S20,2025-01-16,Sports,2.0,Activepro,South,54.86,110.68,150.0,2.69,77.16,221.36,109.72,111.64000000000001
T000972,S06,2025-05-18,Home,2.0,Budgetsource,East,41.17,72.41,55.0,5.3,132.33,144.82,82.34,62.47999999999999
T001501,S07,2025-06-23,Grocery,7.0,Freshfarm,North,7.61,11.05,146.0,3.65,81.6,77.35000000000001,53.27,24.080000000000005
T001423,S14,2025-06-15,Apparel,2.0,Stylehub,West,28.9,64.38,42.0,4.68,122.0,128.76,57.8,70.96
T000240,S19,2025-04-24,Grocery,3.0,Freshfarm,South,8.01,12.59,107.0,3.43,85.06,37.769999999999996,24.03,13.739999999999995
T001214,S21,2025-03-27,Home,2.0,Budgetsource,North,41.83,80.2,10.0,3.61,86.73,160.4,83.66,76.74000000000001
T001932,S15,2025-06-19,Sports,2.0,Active Pro,East,51.02,95.15,29.0,4.07,97.88,190.3,102.04,88.26
T001050,S28,2025-06-10,Home,2.0,Budgetsource,West,44.2,83.83,43.0,3.24,89.54,167.66,88.4,79.25999999999999
T002209,S10,2025-02-03,Apparel,2.0,Stylehub,South,25.03,55.32,145.0,5.58,114.52,110.64,50.06,60.58
T000662,S07,2025-02-27,Grocery,4.0,Freshfarm,North,6.49,9.45,24.0,4.11,102.64,37.8,25.96,11.839999999999996
T002773,S10,2025-03-29,Sports,1.0,Activepro,South,52.89,107.41,77.0,4.8,132.51,107.41,52.89,54.519999999999996
T000040,S30,2025-06-21,Apparel,4.0,Stylehub,West,31.41,70.65,19.0,4.18,122.54,282.6,125.64,156.96000000000004
T000804,S28,2025-02-25,Electronic,2.0,Northstar,West,195.23,260.69,44.0,3.74,118.36,521.38,390.46,130.92000000000002
T000695,S01,2025-06-09,Grocery,,Freshfarm,East,7.52,13.25,150.0,5.03,120.5,,,
T002637,S27,2025-01-16,Grocery,2.0,Freshfarm,West,9.57,16.22,14.0,4.19,105.74,32.44,19.14,13.299999999999997
T002986,S18,2025-01-30,Electronics,2.0,Northstar,West,231.85,345.9,24.0,3.19,100.41,691.8,463.7,228.09999999999997
T002569,S15,2025-05-29,Electronics,3.0,Northstar,East,274.42,375.07,38.0,3.7,95.22,1125.21,823.26,301.95000000000005
T001338,S12,2025-03-09,Grocery,1.0,Freshfarm,South,6.56,11.01,64.0,5.02,145.24,11.01,6.56,4.45
T000492,S19,2025-03-27,Beauty,3.0,Glowworks,South,16.18,33.03,104.0,5.33,139.63,99.09,48.54,50.550000000000004
T002243,S10,2025-04-08,Home,3.0,Budgetsource,South,40.92,75.0,56.0,4.08,101.23,225.0,122.76,102.24
T002498,S04,2025-06-13,Beauty,8.0,Glowworks,East,14.77,35.53,109.0,3.16,77.53,284.24,118.16,166.08
T001686,S17,2025-03-12,Grocery,2.0,Freshfarm,North,6.98,10.98,21.0,3.81,82.53,21.96,13.96,8.0
T001783,S16,2025-03-13,Electronics,7.0,Northstar,South,198.32,295.49,97.0,3.69,93.46,2068.4300000000003,1388.24,680.1900000000003
T002355,S05,2025-05-13,Beauty,1.0,Glowworks,East,17.22,37.57,,5.55,114.65,37.57,17.22,20.35
T000836,S11,2025-02-28,Sports,1.0,Activepro,South,49.36,97.88,78.0,4.56,106.91,97.88,49.36,48.519999999999996
T001902,S30,2025-06-06,Apparel,1.0,Stylehub,West,29.35,62.1,9.0,5.19,146.04,62.1,29.35,32.75
T002478,S24,2025-03-04,Beauty,1.0,Glowworks,West,15.9,37.25,15.0,2.86,82.91,37.25,15.9,21.35
T002540,S29,2025-04-18,Electronics,4.0,Northstar,West,227.45,310.91,59.0,4.47,130.54,1243.64,909.8,333.84000000000015
T001428,S15,2025-06-04,Electronics,3.0,North-Star,East,294.77,405.08,15.0,5.6,153.88,1215.24,884.31,330.93000000000006
T002028,S19,2025-04-23,Apparel,5.0,Stylehub,South,32.4,71.32,22.0,3.91,94.99,356.59999999999997,162.0,194.59999999999997
T001789,S03,2025-04-10,Beauty,2.0,Glowworks,North,19.74,43.52,86.0,2.97,84.14,87.04,39.48,47.56000000000001
T001089,S21,2025-02-08,Sports,6.0,Activepro,North,52.02,91.36,72.0,4.07,98.38,548.16,312.12,236.03999999999996
T002155,S11,2025-02-27,Clothing,3.0,Stylehub,South,23.48,53.01,123.0,3.55,90.94,159.03,70.44,88.59
T001343,S14,2025-06-18,Grocery,2.0,Fresh Farm,West,7.36,11.95,37.0,4.08,120.94,23.9,14.72,9.179999999999998
T000964,S05,2025-04-27,Apparel,7.0,Stylehub,East,28.91,64.74,33.0,4.46,134.58,453.17999999999995,202.37,250.80999999999995
T000207,S21,2025-03-03,Grocery,2.0,Freshfarm,North,8.37,13.89,96.0,6.46,187.56,27.78,16.74,11.040000000000003
T002273,S06,2025-01-02,Beauty,5.0,Glowworks,East,16.43,35.72,18.0,4.15,101.93,178.6,82.15,96.44999999999999
T001515,S08,2025-01-27,Electronics,2.0,Northstar,South,209.45,238.54,31.0,6.34,168.16,477.08,418.9,58.18000000000001
T000701,S25,2025-02-07,Grocery,2.0,Freshfarm,West,7.89,11.34,41.0,4.44,132.55,22.68,15.78,6.9
T001467,S10,2025-01-13,Apparel,3.0,Stylehub,South,27.41,57.72,125.0,5.21,148.79,173.16,82.23,90.92999999999999
T000051,S05,2025-02-25,Electronics,2.0,Northstar,East,262.5,332.98,40.0,4.93,120.47,665.96,525.0,140.96000000000004
T001022,S12,2025-05-02,Home,2.0,Budgetsource,South,50.24,96.22,76.0,5.4,139.18,192.44,100.48,91.96
T001881,S10,2025-01-06,Grocery,2.0,Freshfarm,South,8.51,11.82,111.0,,145.69,23.64,17.02,6.620000000000001
T001181,S05,2025-05-21,Electronics,3.0,North Star,East,216.65,282.23,91.0,3.63,105.24,846.69,649.95,196.74
T001355,S02,2025-02-21,Sports,1.0,Activepro,South,44.66,81.18,59.0,2.85,89.66,81.18,44.66,36.52000000000001
T000917,S25,2025-04-09,Electronics,2.0,Northstar,West,253.46,323.26,,4.06,132.18,646.52,506.92,139.59999999999997
T000598,S02,2025-01-22,Apparel,2.0,Stylehub,South,25.18,58.4,83.0,4.91,111.5,116.8,50.36,66.44
T000079,S23,2025-02-08,Electronics,4.0,Northstar,South,256.0,380.27,139.0,,143.94,1521.08,1024.0,497.0799999999999
T001356,S13,2025-05-07,Electronics,2.0,Northstar,East,254.06,329.87,113.0,3.76,105.29,659.74,508.12,151.62
T001998,S07,2025-02-20,Grocery,1.0,Freshfarm,North,7.81,12.72,37.0,3.07,72.69,12.72,7.81,4.910000000000001
T002673,S19,2025-04-08,Sports,3.0,Activepro,South,55.36,112.47,121.0,4.72,83.98,337.40999999999997,166.07999999999998,171.32999999999998
T000812,S13,2025-04-29,Electronics,5.0,Northstar,East,248.18,311.9,72.0,4.37,140.25,1559.5,1240.9,318.5999999999999
T001028,S20,2025-06-06,Sports,0.0,Activepro,South,54.43,99.48,47.0,4.32,76.36,0.0,0.0,0.0
T000603,S04,2025-02-21,Home,1.0,Budgetsource,East,43.13,84.16,,4.5,100.57,84.16,43.13,41.029999999999994
T002313,S27,2025-04-22,Electronics,1.0,Northstar,West,215.42,306.89,14.0,5.03,134.16,306.89,215.42,91.47
T000321,S25,2025-04-07,Sports,2.0,Activepro,West,49.45,99.77,57.0,4.36,124.49,199.54,98.9,100.63999999999999
T002624,S05,2025-01-07,Grocery,1.0,Fresh Farm,East,6.25,9.74,97.0,2.41,66.15,9.74,6.25,3.49
T001187,S26,2025-05-25,Apparel,3.0,Stylehub,West,27.74,63.19,61.0,4.84,170.81,189.57,83.22,106.35
T001720,S03,2025-01-11,Beauty,2.0,Glowworks,North,18.61,46.96,86.0,5.57,135.97,93.92,37.22,56.7
T001712,S11,2025-01-17,Electronics,4.0,Northstar,South,244.79,314.98,20.0,2.66,57.05,1259.92,979.16,280.7600000000001
T002124,S13,2025-06-02,Electronics,2.0,Northstar,East,254.5,351.57,91.0,3.98,112.09,703.14,509.0,194.14
T000363,S17,2025-06-28,Electronics,2.0,Northstar,North,239.28,292.85,59.0,4.24,98.43,585.7,478.56,107.14000000000004
T001589,S04,2025-04-29,Grocery,3.0,Freshfarm,East,7.43,11.18,68.0,3.75,100.67,33.54,22.29,11.25
T000225,S10,2025-03-14,Apparel,2.0,Stylehub,South,28.93,54.75,113.0,6.02,142.83,109.5,57.86,51.64
T001908,S04,2025-03-20,Apparel,4.0,Stylehub,East,34.66,72.91,20.0,1.97,54.44,291.64,138.64,153.0
T000942,S29,2025-02-09,Apparel,2.0,Stylehub,West,31.15,71.3,41.0,2.88,75.61,142.6,62.3,80.3
T002126,S16,2025-05-18,Apparel,2.0,Stylehub,South,26.99,55.13,107.0,,130.55,110.26,53.98,56.28000000000001
T000760,S30,2025-02-26,Home,2.0,Budgetsource,West,42.78,72.68,36.0,4.56,130.53,145.36,85.56,59.80000000000001
T001385,S15,2025-04-04,Sports,4.0,Activepro,East,42.42,85.92,134.0,4.48,137.81,343.68,169.68,174.0
T002536,S18,2025-01-08,Sports,2.0,Activepro,West,56.79,113.18,26.0,6.25,166.42,226.36,113.58,112.78000000000002
T001514,S27,2025-04-16,Apparel,4.0,Stylehub,West,29.85,61.23,47.0,4.75,154.1,244.92,119.4,125.51999999999998
T001298,S10,2025-04-11,Beauty,4.0,Glowworks,South,19.17,40.93,,4.63,109.13,163.72,76.68,87.03999999999999
T000467,S28,2025-06-02,Apparel,2.0,Stylehub,West,30.05,60.67,10.0,5.08,132.02,121.34,60.1,61.24
T001006,S17,2025-05-23,Grocery,4.0,Freshfarm,North,8.46,12.54,73.0,3.1,66.33,50.16,33.84,16.319999999999993
T002643,S21,2025-05-27,Electronics,4.0,Northstar,North,282.23,385.24,142.0,4.02,98.42,1540.96,1128.92,412.03999999999996
T002684,S07,2025-01-07,Grocery,3.0,Freshfarm,North,8.26,13.05,30.0,5.61,112.79,39.150000000000006,24.78,14.370000000000005
T002931,S24,2025-02-12,Home,2.0,Budgetsource,West,47.78,78.83,1.0,4.69,134.06,157.66,95.56,62.099999999999994
T002649,S16,2025-03-06,Home,2.0,Budgetsource,South,33.45,59.55,152.0,5.24,159.74,119.1,66.9,52.19999999999999
T002577,S01,2025-06-21,Electronics,2.0,Northstar,East,256.18,349.89,132.0,4.95,134.08,699.78,512.36,187.41999999999996
T002078,S08,2025-01-22,Electronics,1.0,Northstar,South,,303.41,77.0,4.86,121.56,303.41,,
T002560,S05,2025-01-07,Home,1.0,Budgetsource,East,,77.48,133.0,3.31,91.57,77.48,,
T002036,S20,2025-06-07,Grocery,3.0,Freshfarm,South,6.66,10.84,25.0,3.3,77.48,32.519999999999996,19.98,12.539999999999996
T002424,S02,2025-03-29,Beauty,1.0,Glowworks,South,18.42,40.55,57.0,3.58,105.48,40.55,18.42,22.129999999999995
T000878,S04,2025-03-20,Electronics,4.0,Northstar,East,249.81,355.83,11.0,2.85,74.63,1423.32,999.24,424.0799999999999
T000699,S24,2025-06-24,Grocery,1.0,Freshfarm,West,7.88,11.07,60.0,4.97,160.63,11.07,7.88,3.1900000000000004
T002932,S30,2025-01-22,Electronics,1.0,Northstar,West,227.43,288.93,37.0,5.92,119.78,288.93,227.43,61.5
T002557,S21,2025-01-02,Home,1.0,Budgetsource,North,53.67,101.08,138.0,3.07,94.67,101.08,53.67,47.41
T002556,S16,2025-01-15,Grocery,6.0,Freshfarm,South,9.22,14.5,126.0,4.36,117.03,87.0,55.32000000000001,31.679999999999993
T002483,S12,2025-01-23,Grocery,1.0,Freshfarm,South,7.31,11.09,84.0,5.56,124.35,11.09,7.31,3.7800000000000002
T001036,S23,2025-03-26,Grocery,1.0,Freshfarm,South,7.55,10.67,120.0,4.86,115.31,10.67,7.55,3.12
T002269,S20,2025-03-11,Beauty,1.0,Glowworks,South,16.45,36.93,,4.7,112.75,36.93,16.45,20.48
T000059,S07,2025-04-15,Electronics,2.0,Northstar,North,220.48,316.54,78.0,4.72,120.43,633.08,440.96,192.12000000000006
T002962,S17,2025-03-03,Beauty,2.0,Glowworks,North,17.22,34.48,122.0,6.77,184.02,68.96,34.44,34.519999999999996
T001082,S24,2025-01-29,Electronics,2.0,Northstar,West,233.63,299.29,32.0,4.28,102.81,598.58,467.26,131.32000000000005
T000096,S13,2025-02-26,Grocery,1.0,Freshfarm,East,6.67,8.89,146.0,3.42,72.4,8.89,6.67,2.2200000000000006
T001623,S14,2025-06-21,Sporting Goods,1.0,Active Pro,West,55.23,101.1,13.0,4.73,152.94,101.1,55.23,45.87
T000392,S21,2025-02-07,Electronics,9.0,Northstar,North,230.67,307.92,142.0,5.09,129.09,2771.28,2076.0299999999997,695.2500000000005
T000791,S30,2025-05-13,Grocery,0.0,Freshfarm,West,8.09,13.04,50.0,3.39,84.79,0.0,0.0,0.0
T000426,S02,2025-03-28,Sports,1.0,Activepro,South,58.01,105.42,147.0,5.85,159.11,105.42,58.01,47.410000000000004
T000889,S06,2025-01-11,Beauty,3.0,Glowworks,East,22.09,56.14,140.0,5.25,128.31,168.42000000000002,66.27,102.15000000000002
T002860,S19,2025-04-30,Grocery,1.0,Freshfarm,South,8.31,13.57,114.0,3.06,67.05,13.57,8.31,5.26
T002796,S05,2025-02-22,Electronics,,Northstar,East,225.93,295.4,10.0,6.61,144.13,,,
T000782,S11,2025-03-20,Electronics,1.0,Northstar,South,239.05,305.16,63.0,4.34,106.07,305.16,239.05,66.11000000000001
T000383,S25,2025-06-04,Sports,1.0,Activepro,West,57.94,108.02,22.0,4.94,132.4,108.02,57.94,50.08
T001596,S03,2025-01-09,Beauty,1.0,Glowworks,North,20.94,45.36,97.0,4.04,111.34,45.36,20.94,24.419999999999998
T002895,S06,2025-01-12,Apparel,4.0,Stylehub,East,27.88,56.73,108.0,3.47,73.12,226.92,111.52,115.39999999999999
T000876,S27,2025-05-01,Home,1.0,Budgetsource,West,45.97,84.5,1.0,4.67,130.41,84.5,45.97,38.53
T001203,S12,2025-05-06,Home,1.0,Budgetsource,South,40.2,78.58,136.0,3.9,98.87,78.58,40.2,38.379999999999995
T002841,S28,,Beauty,2.0,Glowworks,West,18.29,37.94,14.0,3.36,106.45,75.88,36.58,39.3
T001459,S14,2025-06-18,Food,5.0,Freshfarm,West,7.72,11.68,40.0,2.31,73.55,58.4,38.6,19.799999999999997
T000825,S25,2025-01-02,Grocery,1.0,Freshfarm,West,7.88,11.72,15.0,5.77,198.9,11.72,7.88,3.8400000000000007
T001704,S09,2025-02-24,Apparel,4.0,Stylehub,East,,61.58,29.0,2.87,82.83,246.32,,
T000974,S06,2025-02-22,Grocery,6.0,Freshfarm,East,8.16,12.92,36.0,4.04,103.19,77.52,48.96,28.559999999999995
T002378,S06,2025-04-14,Apparel,2.0,Stylehub,East,31.21,66.66,62.0,5.55,123.78,133.32,62.42,70.89999999999999
T001351,S26,2025-04-26,Electronic,1.0,Northstar,West,252.18,367.57,41.0,4.66,135.55,367.57,252.18,115.38999999999999
T001571,S08,2025-05-15,Electronics,5.0,North Star,South,257.25,333.8,42.0,5.08,126.61,1669.0,1286.25,382.75
T002007,S07,2025-06-29,Grocery,4.0,Freshfarm,North,7.97,13.01,59.0,5.48,134.95,52.04,31.88,20.16
T002811,S06,2025-02-27,Electronics,1.0,Northstar,East,196.44,253.91,82.0,3.54,80.17,253.91,196.44,57.47
T002201,S26,,Electronics,5.0,Northstar,West,281.42,358.25,60.0,5.06,124.42,1791.25,1407.1000000000001,384.14999999999986
T002772,S25,2025-05-13,Sports,2.0,Activepro,West,56.5,110.32,31.0,4.7,152.21,220.64,113.0,107.63999999999999
T002054,S08,2025-02-16,Home,2.0,Budgetsource,South,,80.71,61.0,3.01,79.47,161.42,,
T001997,S11,2025-04-06,Electronics,3.0,Northstar,South,290.16,387.26,20.0,5.32,147.61,1161.78,870.48,291.29999999999995
T000860,S13,,Grocery,5.0,Freshfarm,East,6.93,10.89,131.0,4.9,139.27,54.45,34.65,19.800000000000004
T001619,S23,2025-01-28,Electronics,2.0,Northstar,South,194.97,269.08,146.0,6.29,203.69,538.16,389.94,148.21999999999997
T002619,S10,2025-01-20,Home,1.0,Budgetsource,South,45.65,91.57,46.0,3.52,85.23,91.57,45.65,45.919999999999995
T002257,S13,2025-04-18,Beauty,1.0,Glow Works,East,17.93,40.29,132.0,3.31,74.47,40.29,17.93,22.36
T002794,S03,2025-01-21,Electronics,1.0,Northstar,North,248.08,324.88,22.0,4.29,118.49,324.88,248.08,76.79999999999998
T001119,S07,2025-03-30,Electronics,,Northstar,North,238.48,334.73,123.0,6.58,170.29,,,
T002320,S15,2025-06-22,Home,2.0,Budgetsource,East,54.79,90.59,134.0,4.61,111.24,181.18,109.58,71.60000000000001
T001192,S14,2025-06-10,Home,4.0,Budgetsource,West,53.58,103.07,21.0,3.68,102.94,412.28,214.32,197.95999999999998
T000282,S29,2025-04-06,Sports,2.0,Activepro,West,60.63,117.29,53.0,6.06,168.33,234.58,121.26,113.32000000000001
T000323,S16,2025-04-02,Electronics,9.0,Northstar,South,,330.82,158.0,5.35,119.62,2977.38,,
T001717,S17,2025-02-24,Sports,2.0,Activepro,North,58.63,116.14,104.0,4.04,135.06,232.28,117.26,115.02
T002299,S29,2025-01-09,Electronics,2.0,Northstar,West,246.56,315.53,14.0,5.46,136.78,631.06,493.12,137.93999999999994
T002974,S05,2025-03-26,Beauty,3.0,Glowworks,East,20.59,47.4,12.0,5.42,131.22,142.2,61.769999999999996,80.42999999999999
T002547,S27,2025-03-17,Home Goods,4.0,Budgetsource,West,42.11,80.96,7.0,4.03,100.83,323.84,168.44,155.39999999999998
T001130,S06,2025-01-05,Sports,2.0,Activepro,East,52.49,105.46,49.0,3.69,100.52,210.92,104.98,105.93999999999998
T002132,S21,2025-04-06,Grocery,5.0,Freshfarm,North,6.51,9.8,15.0,6.21,152.41,49.0,32.55,16.450000000000003
T002814,S12,2025-04-13,Beauty,4.0,Glowworks,South,19.81,39.52,80.0,3.94,91.06,158.08,79.24,78.84000000000002
T001853,S30,2025-01-06,Home,1.0,Budgetsource,West,46.71,81.37,17.0,4.07,121.02,81.37,46.71,34.660000000000004
T001079,S09,2025-04-16,Apparel,1.0,Stylehub,East,28.5,59.1,67.0,5.07,152.25,59.1,28.5,30.6
T001666,S23,2025-01-21,Grocery,1.0,Freshfarm,South,7.98,12.55,74.0,2.86,65.09,12.55,7.98,4.57
T002224,S10,2025-05-08,Food,2.0,Freshfarm,South,7.91,12.5,123.0,5.04,129.07,25.0,15.82,9.18
T002188,S13,2025-04-23,Grocery,5.0,Freshfarm,East,8.75,13.18,67.0,5.0,117.65,65.9,43.75,22.150000000000006
T000797,S20,2025-06-16,Electronics,5.0,Northstar,South,233.99,278.35,97.0,3.78,94.27,1391.75,1169.95,221.79999999999995
T002255,S27,2025-01-20,Grocery,1.0,Freshfarm,West,7.42,12.06,55.0,6.26,166.02,12.06,7.42,4.640000000000001
T001175,S05,2025-02-26,Grocery,5.0,Freshfarm,East,8.42,13.08,124.0,2.91,72.34,65.4,42.1,23.300000000000004
T001076,S03,2025-03-31,Grocery,6.0,Freshfarm,North,7.44,11.33,146.0,,101.47,67.98,44.64,23.340000000000003
T001065,S02,2025-01-11,Electronics,2.0,Northstar,South,243.81,331.57,105.0,5.12,96.25,663.14,487.62,175.51999999999998
T000141,S21,2025-06-29,Sports,4.0,Activepro,North,60.21,128.63,115.0,4.35,107.35,514.52,240.84,273.67999999999995
T001891,S12,2025-01-22,Home,2.0,Budgetsource,South,47.41,91.4,91.0,5.86,131.6,182.8,94.82,87.98000000000002
T001559,S01,2025-06-11,Sports,2.0,Activepro,East,51.88,91.88,135.0,2.55,71.49,183.76,103.76,79.99999999999999
T002431,S26,2025-02-04,Sports,2.0,Activepro,West,49.19,98.22,42.0,4.92,119.35,196.44,98.38,98.06
T000130,S11,2025-01-11,Electronics,1.0,Northstar,South,250.04,331.26,50.0,4.06,84.6,331.26,250.04,81.22
T000151,S01,2025-01-24,Home,7.0,Budgetsource,East,49.47,84.73,78.0,3.82,99.03,593.11,346.28999999999996,246.82000000000005
T001348,S09,2025-05-26,Electronics,2.0,Northstar,East,252.16,299.49,138.0,4.48,94.16,598.98,504.32,94.66000000000003
T001782,S02,2025-04-14,Beauty,1.0,Glowworks,South,18.39,44.08,109.0,4.29,94.67,44.08,18.39,25.689999999999998
T000370,S16,2025-06-23,Electronics,2.0,Northstar,South,311.1,414.81,149.0,4.2,110.72,829.62,622.2,207.41999999999996
T002776,S13,2025-04-01,Grocery,1.0,Freshfarm,East,7.5,11.65,47.0,4.44,123.22,11.65,7.5,4.15
T000455,S27,2025-05-29,Beauty,4.0,Glowworks,West,16.98,38.36,10.0,4.57,155.92,153.44,67.92,85.52
T000692,S19,2025-01-05,Electronics,5.0,Northstar,South,208.31,268.17,58.0,3.65,107.01,1340.8500000000001,1041.55,299.3000000000002
T002297,S09,2025-05-14,Grocery,3.0,Freshfarm,East,8.11,12.25,40.0,4.4,125.64,36.75,24.33,12.420000000000002
T001585,S21,2025-06-11,Beauty,3.0,Glowworks,North,16.0,33.65,87.0,3.5,95.37,100.94999999999999,48.0,52.94999999999999
T000734,S07,2025-04-03,Home,4.0,Budgetsource,North,51.2,95.03,65.0,4.36,131.93,380.12,204.8,175.32
T002572,S01,2025-02-27,Sports,2.0,Activepro,East,59.36,117.26,96.0,6.25,164.6,234.52,118.72,115.80000000000001
T002281,S28,2025-03-20,Home,1.0,Budgetsource,West,47.51,85.44,59.0,5.07,140.68,85.44,47.51,37.93
T000544,S29,2025-06-20,Groceries,2.0,Freshfarm,West,8.53,13.23,14.0,4.88,137.01,26.46,17.06,9.400000000000002
T002344,S14,2025-04-10,Electronics,2.0,Northstar,West,264.31,366.7,36.0,5.21,149.54,733.4,528.62,204.77999999999997
T000183,S05,2025-03-25,Sports,7.0,Activepro,East,58.45,110.26,34.0,4.76,130.36,771.82,409.15000000000003,362.67
T002383,S02,2025-06-13,Grocery,2.0,Freshfarm,South,8.02,12.21,94.0,6.67,171.59,24.42,16.04,8.380000000000003
T002559,S23,2025-01-20,Home,1.0,Budgetsource,South,50.42,97.75,98.0,3.96,85.15,97.75,50.42,47.33
T001968,S13,2025-03-06,Beauty,4.0,Glowworks,East,16.42,37.17,84.0,5.28,143.35,148.68,65.68,83.0
T001243,S21,2025-02-27,Electronics,4.0,Northstar,North,203.59,261.13,125.0,4.51,106.59,1044.52,814.36,230.15999999999997
T002515,S02,2025-06-18,Home,5.0,Budgetsource,South,43.62,84.39,102.0,4.32,106.47,421.95,218.1,203.85
T002275,S13,2025-04-02,Grocery,1.0,Freshfarm,East,,11.23,39.0,3.9,84.2,11.23,,
T001577,S13,2025-03-05,Sports,1.0,Activepro,East,50.27,97.26,94.0,4.23,91.71,97.26,50.27,46.99
T001096,S19,2025-05-19,Apparel,5.0,Stylehub,South,24.85,49.01,61.0,3.54,98.69,245.04999999999998,124.25,120.79999999999998
T002635,S29,2025-01-09,Grocery,2.0,Fresh Farm,West,8.32,13.7,21.0,4.83,122.2,27.4,16.64,10.759999999999998
T001505,S21,2025-03-23,Home,7.0,Budgetsource,North,44.36,82.99,80.0,3.81,116.83,580.93,310.52,270.40999999999997
T001227,S16,2025-05-14,Sports,5.0,Activepro,South,59.51,122.82,72.0,3.85,86.95,614.0999999999999,297.55,316.5499999999999
T002993,S03,2025-06-03,Electronics,1.0,Northstar,North,261.95,375.82,86.0,5.04,99.49,375.82,261.95,113.87
T002056,S04,2025-02-14,Sports,1.0,Activepro,East,52.03,97.86,95.0,3.3,83.03,97.86,52.03,45.83
T002436,S13,2025-06-03,Grocery,2.0,Freshfarm,East,7.71,12.81,112.0,3.08,72.94,25.62,15.42,10.200000000000001
T000925,S11,2025-02-16,Cosmetics,1.0,Glowworks,South,16.61,37.74,78.0,4.44,121.63,37.74,16.61,21.130000000000003
T000849,S05,2025-01-02,Electronic,5.0,Northstar,East,237.31,296.09,32.0,3.59,78.04,1480.4499999999998,1186.55,293.89999999999986
T000156,S18,2025-03-02,Grocery,1.0,Fresh Farm,West,7.56,11.73,12.0,,95.89,11.73,7.56,4.170000000000001
